CustomerKey,FirstName,MiddleName,LastName,NameStyle,BirthDate,MaritalStatus,Suffix,Gender,EmailAddress,YearlyIncome,TotalChildren,AddressLine1,AddressLine2,Phone
16093,Kaitlyn,,Morris,False,1971-08-30,S,,F,kaitlyn48@adventure-works.com,60000.0,0,4622 Andrea Lane,,203-555-0137
16094,Kayla,,Brown,False,1977-11-08,S,,F,kayla4@adventure-works.com,60000.0,0,3230 Buchanan Rd.,,265-555-0129
16095,Marcus,,Garcia,False,1971-08-11,M,,M,marcus17@adventure-works.com,70000.0,4,137 Mazatlan,,582-555-0192
16096,Kenneth,,She,False,1974-07-25,M,,M,kenneth1@adventure-works.com,60000.0,2,6595 Trailview Circle,,870-555-0120
16097,Jessica,,Stewart,False,1975-05-05,S,,F,jessica0@adventure-works.com,60000.0,2,8084 Sunnyvale Avenue,,608-555-0126
16098,Jasmine,A,Diaz,False,1975-03-06,M,,F,jasmine61@adventure-works.com,70000.0,5,7427 Terra Catalina,,253-555-0162
16099,Julian,,Jenkins,False,1980-08-05,M,,M,julian8@adventure-works.com,70000.0,5,3513 Dorset Way,,444-555-0124
16100,Jose,L,Johnson,False,1980-03-30,S,,M,jose57@adventure-works.com,70000.0,5,9077 Windsor Drive,,681-555-0175
16101,Mary,R,Lopez,False,1975-03-19,M,,F,mary34@adventure-works.com,80000.0,2,4641 Brown St.,,416-555-0152
16102,Marcus,M,Alexander,False,1971-02-11,S,,M,marcus68@adventure-works.com,40000.0,0,212 Pheasant Circle,,905-555-0127
16103,Haley,J,Hill,False,1982-04-06,S,,F,haley56@adventure-works.com,80000.0,3,5200 Woodchuck Pl.,,547-555-0187
16104,Jordan,,Hernandez,False,1971-05-04,S,,F,jordan47@adventure-works.com,80000.0,3,6798 Roosevelt Avenue,,134-555-0196
16105,Kristy,A,Diaz,False,1970-08-04,S,,F,kristy3@adventure-works.com,80000.0,3,7503 Hill Drive,,124-555-0148
16106,Ian,M,Barnes,False,1970-09-18,M,,M,ian43@adventure-works.com,60000.0,0,5339 Longview Road,,734-555-0118
16107,Jordan,R,Edwards,False,1980-10-14,S,,F,jordan30@adventure-works.com,50000.0,4,8982 Ricardo Drive,,189-555-0154
16108,Bryce,E,Howard,False,1975-06-21,S,,M,bryce10@adventure-works.com,60000.0,4,6632 Johnson Road,,383-555-0134
16109,Adam,K,Turner,False,1970-01-02,S,,M,adam35@adventure-works.com,60000.0,4,9800 American Beauty Dr.,,222-555-0116
16110,Brandon,M,Long,False,1969-12-29,M,,M,brandon7@adventure-works.com,60000.0,4,5338 Moccasin Ct,,407-555-0119
16111,Allison,,Green,False,1980-02-02,S,,F,allison37@adventure-works.com,70000.0,4,1465 Dover Drive,,512-555-0126
16112,Frank,,Munoz,False,1968-09-01,S,,M,frank15@adventure-works.com,70000.0,4,6943 Patterson Blvd.,,565-555-0189
16113,Roger,,Lal,False,1979-08-09,S,,M,roger36@adventure-works.com,70000.0,4,3478 Glenwood Dr,,300-555-0158
16114,Gavin,,Ross,False,1968-09-10,M,,M,gavin3@adventure-works.com,70000.0,4,142 Mt. Trinity Court,,626-555-0177
16115,Jennifer,M,Diaz,False,1973-12-11,S,,F,jennifer95@adventure-works.com,70000.0,0,2099 San Jose,,117-555-0118
16116,Begoña,M,Hurtado,False,1973-12-04,S,,M,begoña0@adventure-works.com,70000.0,0,3945 Cedar St.,,233-555-0116
16117,Brad,,Lal,False,1968-05-01,M,,M,brad8@adventure-works.com,40000.0,4,4255 Willow Pass Dr,,463-555-0111
16118,James,A,Wright,False,1968-03-02,M,,M,james70@adventure-works.com,70000.0,1,8478 Eastgate Ave.,,726-555-0143
16119,Hailey,I,Watson,False,1967-03-12,M,,F,hailey18@adventure-works.com,40000.0,4,9658 Guadalupe Dr.,,333-555-0115
16120,Bryce,H,Ramirez,False,1977-10-08,M,,M,bryce6@adventure-works.com,40000.0,4,387 Glenside Court,,765-555-0164
16121,Kaitlyn,,Ross,False,1966-11-01,M,,F,kaitlyn71@adventure-works.com,40000.0,4,8391 Olivera,,683-555-0152
16122,Jason,,Phillips,False,1967-06-15,M,,M,jason35@adventure-works.com,40000.0,4,2369 Whitehaven Dr.,,808-555-0157
16123,Natalie,,Patterson,False,1967-01-05,M,,F,natalie33@adventure-works.com,40000.0,4,2777 Spring Hill Drive,,858-555-0113
16124,Eduardo,S,Murphy,False,1967-05-03,M,,M,eduardo82@adventure-works.com,40000.0,4,3032 Smoking Tree Court,,595-555-0145
16125,Victoria,,Watson,False,1966-09-03,M,,F,victoria45@adventure-works.com,60000.0,1,6780 Ware Ct.,,796-555-0146
16126,Faith,,Kelly,False,1967-01-14,M,,F,faith24@adventure-works.com,60000.0,1,879 Panoramic Ave,,170-555-0175
16127,Amanda,,Edwards,False,1983-03-10,M,,F,amanda45@adventure-works.com,60000.0,1,8041 Erie Dr.,,600-555-0173
16128,Destiny,,Ward,False,1977-12-18,M,,F,destiny38@adventure-works.com,60000.0,1,3935 Hawkins Street,,141-555-0193
16129,Jordyn,,Russell,False,1966-04-10,S,,F,jordyn18@adventure-works.com,40000.0,4,7682 Palm Avenue,,171-555-0187
16130,Mike,,Seamans,False,1971-12-21,S,,F,mike5@adventure-works.com,40000.0,0,4678 Cardinal Dr.,,210-555-0100
16131,Albert,,Romero,False,1965-11-11,S,,M,albert11@adventure-works.com,40000.0,0,45 Linton Terr.,,444-555-0178
16132,Sierra,,Nelson,False,1971-11-30,M,,F,sierra9@adventure-works.com,60000.0,1,"12, avenue Foch",,183-555-0117
16133,Dylan,,Simmons,False,1978-08-09,S,,M,dylan14@adventure-works.com,50000.0,0,3831 Frigate Ct,,308-555-0179
16134,Roy,R,Hernandez,False,1972-12-03,S,,M,roy24@adventure-works.com,50000.0,0,9363 Vista Bonita,,878-555-0124
16135,Chelsea,C,Raman,False,1972-12-28,S,,F,chelsea13@adventure-works.com,50000.0,0,9 Serrana Ct.,,773-555-0130
16136,George,,Srini,False,1972-12-01,S,,M,george14@adventure-works.com,50000.0,0,6214 Piedra Dr.,,241-555-0183
16137,Timothy,A,King,False,1972-09-11,S,,M,timothy45@adventure-works.com,50000.0,0,3774 Napa Court,,939-555-0124
16138,David,H,Butler,False,1972-08-08,S,,M,david47@adventure-works.com,60000.0,0,620 Trasher Road,,236-555-0154
16139,Jacqueline,J,Alexander,False,1971-08-22,M,,F,jacqueline19@adventure-works.com,60000.0,1,3181 Hacienda,,443-555-0198
16140,Seth,M,Harris,False,1971-04-01,M,,M,seth14@adventure-works.com,60000.0,1,1487 Santa Fe,,778-555-0114
16141,Shelby,,Ramirez,False,1966-05-01,M,,F,shelby7@adventure-works.com,60000.0,1,2236 Buena Vista Ave,,942-555-0151
16142,Sophia,,King,False,1964-07-10,S,,F,sophia17@adventure-works.com,60000.0,4,2837 Thissen Court,,249-555-0119
16143,Sara,A,Evans,False,1964-09-15,M,,F,sara25@adventure-works.com,60000.0,4,7747 Bell Drive,,646-555-0173
16144,Patrick,,Kelly,False,1970-11-30,M,,M,patrick8@adventure-works.com,70000.0,1,6540 Park Glen Ct.,,448-555-0184
16145,Sydney,,Anderson,False,1965-04-23,S,,F,sydney73@adventure-works.com,70000.0,5,38 First Ave.,,203-555-0113
16146,Jacquelyn,,Saunders,False,1964-08-20,M,,F,jacquelyn21@adventure-works.com,80000.0,1,1694 All Dr.,,574-555-0154
16147,Nathan,,Griffin,False,1964-05-23,M,,M,nathan17@adventure-works.com,80000.0,1,1343 Apple Drive,,712-555-0192
16148,Karen,,Walker,False,1963-09-23,M,,F,karen9@adventure-works.com,80000.0,1,4474 San Jose Dr.,,461-555-0150
16149,Dalton,A,Perry,False,1963-08-29,S,,M,dalton53@adventure-works.com,60000.0,3,4401 Keller Ridge Dr.,,192-555-0115
16150,Nicole,,Thompson,False,1974-08-09,M,,F,nicole16@adventure-works.com,60000.0,1,6907 Mepham Dr.,,820-555-0169
16151,Chloe,,Sanchez,False,1968-12-30,M,,F,chloe46@adventure-works.com,60000.0,1,4786 Salvio St.,,782-555-0126
16152,Katherine,E,Evans,False,1969-11-12,M,,F,katherine49@adventure-works.com,70000.0,5,560 Nottingham Place,,465-555-0186
16153,Eric,,Jai,False,1963-10-09,M,,M,eric40@adventure-works.com,70000.0,5,"1101, rue Lauriston",,102-555-0131
16154,Jennifer,M,Scott,False,1964-06-04,M,,F,jennifer16@adventure-works.com,70000.0,5,5682 Leslie Avenue,,128-555-0198
16155,Joan,,Jenkins,False,1974-10-08,M,,F,joan6@adventure-works.com,80000.0,4,2719 Court Lane,,1 (11) 500 555-0114
16156,Javier,A,Hernandez,False,1975-03-11,M,,M,javier0@adventure-works.com,90000.0,1,5046 Queens Road,,1 (11) 500 555-0137
16157,Cindy,,Raman,False,1985-10-21,M,,F,cindy12@adventure-works.com,90000.0,1,7947 Stillman Court,,1 (11) 500 555-0182
16158,Kathleen,J,Gomez,False,1975-01-18,M,,F,kathleen3@adventure-works.com,100000.0,1,4769 Detroit Avenue,,1 (11) 500 555-0157
16159,Mindy,,Goldberg,False,1980-06-17,M,,F,mindy24@adventure-works.com,100000.0,1,9152 St. Patricia,,1 (11) 500 555-0153
16160,Erika,,Hernandez,False,1973-12-18,M,,F,erika3@adventure-works.com,60000.0,2,3752 Colorado Dr.,,1 (11) 500 555-0124
16161,Jodi,,Deng,False,1974-02-21,M,,F,jodi1@adventure-works.com,60000.0,2,3570 Book Ct,,1 (11) 500 555-0117
16162,Mackenzie,E,Morgan,False,1974-03-26,S,,F,mackenzie21@adventure-works.com,70000.0,5,2707 Blocking Circle,,1 (11) 500 555-0122
16163,Willie,B,Chande,False,1973-06-13,S,,M,willie34@adventure-works.com,60000.0,2,4998 Clayburn Road,,1 (11) 500 555-0181
16164,Amy,,Liang,False,1978-01-29,S,,F,amy23@adventure-works.com,60000.0,2,5090 Pepperidge Way,,1 (11) 500 555-0194
16165,Jenny,,Liu,False,1978-01-30,M,,F,jenny6@adventure-works.com,70000.0,5,8225 Northridge Road,,1 (11) 500 555-0166
16166,April,C,Goel,False,1984-02-03,M,,F,april15@adventure-works.com,70000.0,5,7723 Sun View Terrace,,1 (11) 500 555-0121
16167,Devin,J,Moore,False,1978-01-02,M,,M,devin6@adventure-works.com,70000.0,5,9162 Gem Court,,1 (11) 500 555-0110
16168,Kathryn,,Ashe,False,1973-03-07,M,,F,kathryn20@adventure-works.com,70000.0,5,8042 Dantley Way,,1 (11) 500 555-0198
16169,Dennis,,Lin,False,1978-03-13,S,,M,dennis9@adventure-works.com,70000.0,5,6337 Hillsborough Dr,,1 (11) 500 555-0125
16170,Juan,,Rubio,False,1972-03-07,S,,M,juan8@adventure-works.com,80000.0,5,9481 Laguna Street,,1 (11) 500 555-0186
16171,Bruce,W,Ruiz,False,1971-10-04,M,,M,bruce24@adventure-works.com,80000.0,5,6774 Alier Drive,,1 (11) 500 555-0193
16172,Janelle,,Perez,False,1983-04-06,S,,F,janelle18@adventure-works.com,80000.0,5,7682 Palm Avenue,,1 (11) 500 555-0112
16173,Cory,E,Rana,False,1981-07-02,M,,M,cory9@adventure-works.com,60000.0,2,2034 Rose Dr.,,1 (11) 500 555-0151
16174,Melinda,,Hernandez,False,1970-09-21,S,,F,melinda0@adventure-works.com,60000.0,3,1752 Atrice Lane,,1 (11) 500 555-0120
16175,Tony,M,Shan,False,1976-09-01,S,,M,tony13@adventure-works.com,60000.0,3,1657 Almond Avenue,,1 (11) 500 555-0139
16176,Michele,A,Torres,False,1974-02-16,S,,F,michele45@adventure-works.com,70000.0,0,7583 Green Hill Rd,,1 (11) 500 555-0193
16177,Bethany,,Nath,False,1979-09-07,S,,F,bethany22@adventure-works.com,70000.0,0,5377 Pine Creek Way,,1 (11) 500 555-0173
16178,Alfredo,,Carlson,False,1974-05-16,M,,M,alfredo19@adventure-works.com,80000.0,5,1318 Nottingham Pl.,,1 (11) 500 555-0164
16179,Jamie,,Zhao,False,1974-02-19,S,,F,jamie13@adventure-works.com,80000.0,5,9761 Fox Way,,1 (11) 500 555-0177
16180,Kyle,J,Perez,False,1976-08-18,S,,M,kyle33@adventure-works.com,70000.0,0,68 Sunset Way,,1 (11) 500 555-0110
16181,Daisy,A,Rubio,False,1970-12-21,S,,F,daisy16@adventure-works.com,70000.0,0,9021 Terrace Drive,,1 (11) 500 555-0114
16182,Louis,E,Sun,False,1969-10-19,M,,M,louis7@adventure-works.com,60000.0,3,4795 Hawthorne Dr.,,1 (11) 500 555-0166
16183,Tanya,,Carlson,False,1975-11-01,S,,F,tanya15@adventure-works.com,60000.0,3,9435 Vine Hill Way,,1 (11) 500 555-0136
16184,Christine,,She,False,1969-12-04,M,,F,christine0@adventure-works.com,60000.0,4,4164 Kenneth Ct.,,1 (11) 500 555-0198
16185,Grant,R,Raji,False,1975-12-10,S,,M,grant23@adventure-works.com,60000.0,4,3736 Woodbridge Way,,1 (11) 500 555-0116
16186,Bethany,J,Raji,False,1980-01-22,S,,F,bethany2@adventure-works.com,30000.0,0,"140, quai Paul Doumer",,1 (11) 500 555-0180
16187,Louis,,Hu,False,1986-02-14,S,,M,louis15@adventure-works.com,20000.0,0,5307 Wildberry Court,,1 (11) 500 555-0122
16188,Teresa,M,Torres,False,1985-10-03,S,,F,teresa12@adventure-works.com,20000.0,0,1724 The Trees Drive,,1 (11) 500 555-0117
16189,Amanda,,Hughes,False,1984-09-29,M,,F,amanda32@adventure-works.com,30000.0,0,3598 Teakwood Drive,,1 (11) 500 555-0182
16190,Lance,J,Alvarez,False,1984-07-07,S,,M,lance4@adventure-works.com,30000.0,0,5979 Leisure Lane,,1 (11) 500 555-0168
16191,Margaret,M,Zeng,False,1983-09-15,S,,F,margaret27@adventure-works.com,30000.0,0,3352 Alicante Court,,1 (11) 500 555-0196
16192,Marie,,Lopez,False,1983-12-02,S,,F,marie18@adventure-works.com,30000.0,0,5444 Flamingo Dr.,,1 (11) 500 555-0167
16193,Victor,S,Rubio,False,1983-12-18,S,,M,victor21@adventure-works.com,30000.0,0,2588 San Vincente Drive,,1 (11) 500 555-0154
16194,Katie,,Deng,False,1979-03-16,S,,F,katie4@adventure-works.com,30000.0,0,"8858, avenue de Villiers",,1 (11) 500 555-0170
16195,Abby,,Perez,False,1978-10-10,M,,F,abby18@adventure-works.com,30000.0,0,Attaché de Presse,,1 (11) 500 555-0186
16196,Kurt,,Raheem,False,1979-04-20,M,,M,kurt18@adventure-works.com,40000.0,1,Pascalstr 4,,1 (11) 500 555-0153
16197,Heidi,M,Prasad,False,1983-08-16,S,,F,heidi11@adventure-works.com,20000.0,0,Kurfürstenstr 9450,,1 (11) 500 555-0194
16198,Arthur,,Navarro,False,1978-04-12,S,,M,arthur34@adventure-works.com,30000.0,0,6607 Panoramic Avenue,,1 (11) 500 555-0117
16199,Terrence,,Xie,False,1978-02-15,S,,M,terrence3@adventure-works.com,40000.0,2,Husemann Straße 9514,,1 (11) 500 555-0125
16200,Julia,M,Edwards,False,1976-10-15,S,,F,julia3@adventure-works.com,10000.0,0,2874 Turning View,,1 (11) 500 555-0116
16201,Ross,,Martin,False,1977-03-05,S,,M,ross21@adventure-works.com,20000.0,0,1817 Hilltop Rd,,1 (11) 500 555-0193
16202,Kenneth,D,Jai,False,1976-10-18,S,,M,kenneth9@adventure-works.com,30000.0,0,"89, avenue des Ternes",,1 (11) 500 555-0120
16203,Warren,N,Raje,False,1975-11-01,S,,M,warren3@adventure-works.com,40000.0,2,"19, rue de l´Esplanade",,1 (11) 500 555-0112
16204,Terrence,J,Anand,False,1982-04-09,S,,M,terrence23@adventure-works.com,40000.0,2,"9215, rue Léo Delibes",,1 (11) 500 555-0160
16205,Melanie,,Sanders,False,1982-03-28,S,,F,melanie14@adventure-works.com,40000.0,2,"911bis, rue des Peupliers",,1 (11) 500 555-0157
16206,Cindy,C,Lewis,False,1976-11-15,S,,F,cindy21@adventure-works.com,40000.0,2,Holzstr 1333,,1 (11) 500 555-0195
16207,Jordan,C,Shan,False,1982-03-09,S,,M,jordan27@adventure-works.com,40000.0,2,Lieblingsweg 543,Verkaufsabteilung,1 (11) 500 555-0165
16208,Ruth,,Chandra,False,1977-01-17,S,,F,ruth7@adventure-works.com,40000.0,2,Werftstr 44,,1 (11) 500 555-0151
16209,Carolyn,C,Alvarez,False,1975-09-15,S,,F,carolyn26@adventure-works.com,50000.0,0,"40, rue Georges-Clémenceau",,1 (11) 500 555-0138
16210,Olivia,,Cooper,False,1979-09-09,S,,F,olivia34@adventure-works.com,40000.0,3,8531 Bayter Court,,315-555-0113
16211,Jesse,,Roberts,False,1980-05-22,S,,M,jesse28@adventure-works.com,40000.0,3,6780 Bonari Court,,338-555-0115
16212,Jacqueline,,Rivera,False,1935-07-03,M,,F,jacqueline41@adventure-works.com,50000.0,1,2317 Woodruff Lane,,264-555-0125
16213,Kaylee,M,Turner,False,1971-11-13,S,,F,kaylee26@adventure-works.com,60000.0,0,2396 Anchor Ct.,,697-555-0113
16214,Brett,L,Fernandez,False,1977-01-30,M,,M,brett15@adventure-works.com,60000.0,0,6051 Mepham Dr.,,343-555-0171
16215,Thomas,M,Turner,False,1971-11-09,M,,M,thomas42@adventure-works.com,60000.0,0,8143 Creekridge Lane,,972-555-0110
16216,Charles,L,Mitchell,False,1983-03-23,S,,M,charles39@adventure-works.com,60000.0,0,3099 Corte Segundo,,217-555-0178
16217,Amanda,C,Gonzales,False,1972-03-24,S,,F,amanda38@adventure-works.com,60000.0,0,607 B Way,,270-555-0140
16218,Julia,,Simmons,False,1964-09-30,M,,F,julia81@adventure-works.com,30000.0,1,2701 Sierra Rd,,237-555-0151
16219,Angel,,Sanders,False,1964-11-18,M,,M,angel2@adventure-works.com,30000.0,1,7384 Diokmo Ct.,,351-555-0112
16220,Megan,,Russell,False,1959-01-03,M,,F,megan67@adventure-works.com,30000.0,1,7256 St. Paul Circle,,998-555-0116
16221,Darren,A,Saunders,False,1964-05-10,M,,M,darren13@adventure-works.com,30000.0,1,7682 Fern Leaf Lane,,487-555-0115
16222,Brandon,S,Anderson,False,1959-06-17,M,,M,brandon30@adventure-works.com,30000.0,1,7859 Live Oak Avenue,,156-555-0150
16223,Carlos,B,Collins,False,1958-11-15,M,,M,carlos28@adventure-works.com,30000.0,1,6553 San Miguel Rd.,,880-555-0193
16224,Jacob,,Martinez,False,1959-01-17,M,,M,jacob13@adventure-works.com,30000.0,1,551 Rainier Dr,,983-555-0120
16225,Wyatt,J,Nelson,False,1970-04-07,M,,M,wyatt38@adventure-works.com,30000.0,1,6930 Lake Place,,621-555-0163
16226,Maria,M,Blue,False,1958-11-20,M,,F,maria7@adventure-works.com,30000.0,1,4190 Trujillo,,917-555-0110
16227,Eric,,Lopez,False,1959-12-16,M,,M,eric53@adventure-works.com,30000.0,1,4471 Willcrest Circle,,484-555-0182
16228,Rafael,,Zhu,False,1966-12-23,M,,M,rafael15@adventure-works.com,40000.0,1,6393 Tuolumne Way,,949-555-0122
16229,Wayne,G,Chande,False,1971-11-13,M,,M,wayne17@adventure-works.com,40000.0,1,630 Plymouth Drive,,116-555-0178
16230,Craig,,Blanco,False,1960-10-31,M,,M,craig15@adventure-works.com,40000.0,1,6180 Ryan Court,,460-555-0177
16231,Dana,K,Martin,False,1961-05-08,M,,F,dana16@adventure-works.com,40000.0,1,92 Glazier Ct.,,576-555-0138
16232,Chase,A,Richardson,False,1961-04-04,M,,M,chase9@adventure-works.com,40000.0,1,2869 Highland Dr.,,804-555-0126
16233,Rebecca,,King,False,1971-09-18,S,,F,rebecca20@adventure-works.com,80000.0,5,4973 Twinview Drive,,695-555-0184
16234,Wyatt,,Martin,False,1961-11-04,M,,M,wyatt15@adventure-works.com,40000.0,1,7433 San Simeon Ct.,,570-555-0116
16235,Sebastian,,Morris,False,1967-02-13,M,,M,sebastian17@adventure-works.com,40000.0,1,1730 D Reliez Valley Ct.,,153-555-0190
16236,Nicholas,L,Martinez,False,1967-12-13,M,,M,nicholas18@adventure-works.com,40000.0,1,5203 Virginia Lane,,158-555-0182
16237,Erin,,James,False,1962-07-12,M,,F,erin12@adventure-works.com,40000.0,1,9691 Ironwood Way,,782-555-0199
16238,Ann,,Arun,False,1963-06-01,M,,F,ann12@adventure-works.com,40000.0,1,1909 N Jackson Way,,545-555-0123
16239,Gabriel,A,Nelson,False,1963-05-31,M,,M,gabriel40@adventure-works.com,40000.0,1,7764 Juliet Court,,569-555-0150
16240,Madeline,,Green,False,1974-08-11,S,,F,madeline14@adventure-works.com,80000.0,4,8555 Napa Court,,747-555-0146
16241,Isabel,,Butler,False,1975-04-03,S,,F,isabel13@adventure-works.com,80000.0,4,804 Skycrest Drive,#19,252-555-0172
16242,Megan,F,Garcia,False,1963-08-24,S,,F,megan19@adventure-works.com,80000.0,4,5853 Peachwillow,,883-555-0181
16243,Maria,,James,False,1963-12-23,S,,F,maria18@adventure-works.com,80000.0,4,258 Bluejay Dr.,Unit A,774-555-0124
16244,Gregory,,Kumar,False,1969-12-15,M,,M,gregory12@adventure-works.com,80000.0,4,5048 Hawthorne Dr,,167-555-0126
16245,Alexandra,,Griffin,False,1969-09-21,S,,F,alexandra42@adventure-works.com,80000.0,4,3723 Mt. Sequoia Ct.,,218-555-0114
16246,Lucas,B,Simmons,False,1964-05-25,S,,M,lucas63@adventure-works.com,80000.0,4,9045 N St.,,325-555-0175
16247,Anna,,Brown,False,1964-10-30,S,,F,anna65@adventure-works.com,60000.0,4,7627 Hidden Oak Ct.,,272-555-0111
16248,Alyssa,,Ross,False,1964-08-27,S,,F,alyssa50@adventure-works.com,60000.0,4,1121 Boynton Avenue,,132-555-0144
16249,Jesse,,Rivera,False,1970-12-01,M,,M,jesse17@adventure-works.com,60000.0,4,9711 Contra Costa Blvd.,,609-555-0135
16250,Brendan,,Raje,False,1979-05-18,S,,M,brendan12@adventure-works.com,40000.0,0,4171 Miller Avenue,,1 (11) 500 555-0192
16251,Makayla,,Howard,False,1978-03-08,S,,F,makayla10@adventure-works.com,10000.0,3,6709 Brush Creek Drive,,1 (11) 500 555-0159
16252,Danny,,Jiménez,False,1973-03-21,S,,M,danny6@adventure-works.com,10000.0,3,Kurfürstenstr 4164,,1 (11) 500 555-0192
16253,Bethany,A,Lal,False,1973-03-02,S,,F,bethany12@adventure-works.com,20000.0,1,Auf der Krone 49,,1 (11) 500 555-0196
16254,Maria,K,Morris,False,1973-02-17,S,,F,maria2@adventure-works.com,20000.0,1,"3, rue Surcouf",,1 (11) 500 555-0190
16255,Taylor,E,Russell,False,1973-02-18,S,,F,taylor44@adventure-works.com,20000.0,1,"34, rue des Pyrenees",,1 (11) 500 555-0165
16256,Richard,S,Collins,False,1973-01-13,M,,M,richard39@adventure-works.com,20000.0,1,5436 Via Del Verdes,,1 (11) 500 555-0132
16257,Michele,E,Chandra,False,1978-10-14,M,,F,michele57@adventure-works.com,20000.0,1,"2, avenue des Laurentides",,1 (11) 500 555-0182
16258,Deanna,M,Malhotra,False,1973-05-02,S,,F,deanna8@adventure-works.com,30000.0,1,"9967, rue Marbeuf",,1 (11) 500 555-0142
16259,Ebony,C,Sai,False,1971-10-19,S,,F,ebony5@adventure-works.com,10000.0,4,"8818, avenue de Villiers",,1 (11) 500 555-0113
16260,Gina,,Schmidt,False,1977-02-16,S,,F,gina20@adventure-works.com,20000.0,1,7319 Snyder Lane,,1 (11) 500 555-0117
16261,Diana,A,Navarro,False,1984-02-03,M,,F,diana9@adventure-works.com,40000.0,0,"9, rue de l´Avenir",,1 (11) 500 555-0186
16262,Kathryn,M,Xie,False,1984-05-14,M,,F,kathryn3@adventure-works.com,40000.0,0,"14, rue de Cambrai",,1 (11) 500 555-0135
16263,Eduardo,,Robinson,False,1972-12-08,M,,M,eduardo17@adventure-works.com,40000.0,0,Conesweg 1234,,1 (11) 500 555-0112
16264,Jennifer,,Howard,False,1933-10-20,M,,F,jennifer65@adventure-works.com,10000.0,4,6915 Golden Leaf Way,,1 (11) 500 555-0162
16265,Julie,,Goel,False,1982-12-13,M,,F,julie21@adventure-works.com,30000.0,1,"48, rue Montcalm",,1 (11) 500 555-0151
16266,Alisha,,Yang,False,1971-10-16,M,,F,alisha5@adventure-works.com,30000.0,1,"9, rue Villedo",,1 (11) 500 555-0152
16267,Edwin,,Chen,False,1972-04-21,M,,M,edwin2@adventure-works.com,30000.0,1,Höhenstr 9429,,1 (11) 500 555-0111
16268,Lindsey,,Kumar,False,1972-05-19,M,,F,lindsey8@adventure-works.com,30000.0,1,"14, rue de Cambrai",,1 (11) 500 555-0110
16269,Tara,,Nath,False,1971-08-25,M,,F,tara19@adventure-works.com,30000.0,1,Roßstr 3899,,1 (11) 500 555-0175
16270,Jerome,,Hernandez,False,1971-12-08,M,,M,jerome4@adventure-works.com,30000.0,1,Hansaallee 5989,,1 (11) 500 555-0193
16271,Michele,K,Gutierrez,False,1970-12-11,S,,F,michele44@adventure-works.com,20000.0,2,Potsdamer Straße 23439,,1 (11) 500 555-0131
16272,Raul,D,Deng,False,1971-02-04,S,,M,raul2@adventure-works.com,20000.0,2,3751 Anchor Dr.,,1 (11) 500 555-0118
16273,Marie,,Martinez,False,1976-05-10,M,,F,marie19@adventure-works.com,30000.0,1,"309, route de Marseille",,1 (11) 500 555-0166
16274,Ross,E,Diaz,False,1969-09-13,M,,M,ross23@adventure-works.com,10000.0,3,Holzstr 1333,,1 (11) 500 555-0132
16275,Deborah,R,McDonald,False,1969-06-30,M,,F,deborah10@adventure-works.com,20000.0,2,6516 Pine Tree Drive,,1 (11) 500 555-0167
16276,Brandi,W,Carlson,False,1980-08-29,S,,F,brandi17@adventure-works.com,20000.0,3,Buergermeister-ulrich-str 5,,1 (11) 500 555-0120
16277,Christy,,Luo,False,1970-03-28,M,,F,christy24@adventure-works.com,30000.0,1,5805 Churchill Dr.,,1 (11) 500 555-0191
16278,Angel,L,Turner,False,1969-12-21,M,,M,angel27@adventure-works.com,30000.0,2,Essener Straße 8209,,1 (11) 500 555-0138
16279,Victoria,,Patterson,False,1968-12-22,S,,F,victoria58@adventure-works.com,10000.0,3,Alderstr 3981,,1 (11) 500 555-0143
16280,Glenn,M,Ma,False,1969-02-15,S,,M,glenn17@adventure-works.com,10000.0,3,Lützowplatz 5752,,1 (11) 500 555-0151
16281,Gilbert,,Luo,False,1968-07-05,S,,M,gilbert27@adventure-works.com,10000.0,3,"22, rue des Grands Champs",,1 (11) 500 555-0193
16282,Kristine,,Suarez,False,1969-02-28,S,,F,kristine20@adventure-works.com,20000.0,3,9875 Pheasant Drive,,1 (11) 500 555-0187
16283,Clayton,,Raji,False,1974-09-09,S,,M,clayton39@adventure-works.com,20000.0,3,"88bis, boulevard du Montparnasse",,1 (11) 500 555-0113
16284,Troy,D,Perez,False,1968-12-08,S,,M,troy23@adventure-works.com,20000.0,3,Unter Linden 94,,1 (11) 500 555-0119
16285,Mindy,J,Xie,False,1972-05-01,M,,F,mindy7@adventure-works.com,40000.0,0,8498 Mcneil Pl.,,1 (11) 500 555-0155
16286,Billy,F,Torres,False,1977-11-20,M,,M,billy13@adventure-works.com,40000.0,0,"343, avenue de la Gare",,1 (11) 500 555-0176
16287,Laura,D,Xu,False,1972-05-02,M,,F,laura18@adventure-works.com,40000.0,0,8138 Golf Club Road,,1 (11) 500 555-0170
16288,Edwin,C,Shen,False,1985-08-16,M,,M,edwin24@adventure-works.com,30000.0,2,"2, cours Mirabeau",,1 (11) 500 555-0141
16289,Julie,,Pal,False,1971-03-24,S,,F,julie17@adventure-works.com,30000.0,2,"2, rue des Vendangeurs",,1 (11) 500 555-0110
16290,Russell,,Nath,False,1971-04-22,S,,M,russell21@adventure-works.com,30000.0,2,Holzstr 2222,,1 (11) 500 555-0188
